UID,Ack,Age,Gender,Education,WorkStatus,Country,UnderstandingOfPowerGrid,UnderstandingOfPowerGridSecurity,SharedExperience,Experience,PreQ1RemoteAccess,PreQ1RemoteAccessOther,PreQ1RemoteAccessElaborate,PreQ1RemoteAccessElaborateOther,PreQ1FDI,PreQ1FDIOther,PreQ1FDIElabourate,PreQ1FDIElabourateOther,PreQ2DER,PreQ2DEROther,PreQ2DERElabourate,PreQ2DERElabourateOther,PreQ2DERThreat,PreQ2DERThreatOther,PreQ2DERThreatElabourate,PreQ2DERThreatElabourateOther,PreQ3WAMS,PreQ3WAMSOther,PreQ3WAMSElabourate,PreQ3WAMSElabourateOther,PreQ3Attack,PreQ3AttackOther,PreQ3AttackElabourate,PreQ3AttackElabourateOther,PreQ4IEDAttack,PreQ4IEDAttackOther,PreQ4IEDAttackElabourate,PreQ4IEDAttackElabourateOther,PreQ4IEDAttackLine,PreQ4IEDAttackLineOther,PreQ4IEDAttackLineElabourate,PreQ4IEDAttackLineElabourateOther,PostQ1ARPSpoofing,PostQ1ARPSpoofingOther,PostQ1ARPSpoofingElabourate,PostQ1ARPSpoofingElabourateOther,PostQ1ARPImpact,PostQ1ARPImpactOther,PostQ1ARPImpactElabourate,PostQ1ARPImpactElabourateOther,PostQ2BlackEnergy,PostQ2BlackEnergyOther,PostQ2BlackEnergyElabourate,PostQ2BlackEnergyElabourateOther,PostQ2BlackEnergyAttackMethod,PostQ2BlackEnergyAttackMethodOther,PostQ2BlackEnergyAttackMethodElabourate,PostQ2BlackEnergyAttackMethodElabourateOther,PostQ3AMI,PostQ3AMIOther,PostQ3AMIElabourate,PostQ3AMIElabourateOther,PostQ3DataIntegrity,PostQ3DataIntegrityOther,PostQ3DataIntegrityElabourate,PostQ3DataIntegrityElabourateOther,PostQ4ExposedVPN,PostQ4ExposedVPNOther,PostQ4ExposedVPNElabourate,PostQ4ExposedVPNElabourateOther,PostQ4ExposedVPNImpact,PostQ4ExposedVPNImpactOther,PostQ4ExposedVPNImpactElabourate,PostQ4ExposedVPNImpactElabourateOther,post_training,pre_training,Score,totalclicks,Response Type,Start Date (UTC),timetaken,Submit Date (UTC),Network ID,Tags
h5dazw3kgcyez0u2cg6h5daz4cvzlzmj,1,35 - 50 Yrs,Male,Post Graduate,Employed,Singapore,0,1,0,,Identity-based authentication and critical public infrastructure (PKI) methods,,It provides the most robust authentication mechanism,,Redundant data transmission,,It provides multiple data sources for verification,,Enforcing IEEE 1815 (DNP3) with secure authentication,,It is specifically designed for utility communications,,Periodic updates and patch management.,,It ensures all components are up-to-date,,Coordinated False Data Injection (FDI) Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise one or multiple PMUs,,PMUs may have zero-day vulnerabilities that can be exploited easily.,,ICD (IED Capability Description),,ICD file defines the complete capability range of an IED,,PTRC.Tr.General,,PTRC is related to Protection Trip Conditioning,,Anomaly and Intrusion detection systems,,It directly monitors for signs of intrusion based on anomaly for the baseline,,Altering of sensed voltage and current measurements by relays,,It compromises the accuracy of critical monitoring data.(,,Creating botnets of compromised devices for further attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Social engineering,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate Operation Technology (OT) equipment security guidelines,,Inadequate guidelines can lead to such problems,,No security perimeter defined,,Security perimeter helps to protect boundaries of a network,,52,39,0,0,completed,3/7/2024 15:37,0:45,3/7/2024 16:23,42c9496e99,
37ovwzr320rlmmyn9qtoj37ob1k2xan2,1,35 - 50 Yrs,Male,Graduate,Employed,Singapore,1,1,0,,Determination of specific roles on the system and grouping access privileges to each role (Role-Based Access),,It effectively restricts access based on job roles,,Secure control methodologies,,It secures commands and controls against unauthorized changes,,Deployment of secure VPN tunnels for remote connections,,It creates a secure channel for remote access,,Regular penetration testing of the network,,It identifies vulnerabilities before exploitation.,,Denial of Service (DoS) attack,,DoS will prevent receiving real time data at control center,,Compromise one or multiple PMUs,,Physical access to the link is easy to achieve,,,Not aware,,Not aware,,Not aware,,Not aware,Algorithms to detect ARP Cache Poisoning,,It can specifically identify ARP-related anomalies,,"Alteration of voltage or current setpoints, risking equipment damage",,It could cause long-term damage to infrastructure,,Stealing login credentials and other sensitive data,,It creates the maximum damage by exploiting other vulnerable devices,,Physical tampering with systems,,It is the most direct and forceful approach,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Lack of configuration management policy,,The operator did not know what tool could be downloaded or installed,,Logs were not analyzed for anomalies,,Security perimeter helps to protect boundaries of a network,,40,29,0,0,completed,3/7/2024 5:12,0:39,3/7/2024 5:52,d490c77ca2,
8rpcrzxkvzj2su8rp9o2w76pgz6s2qp3,1,50 & above,Male,Post Graduate,Employed,Singapore,1,1,1,I am doing research in cybersecurity for Cyber-physical system.,IP whitelisting of incoming connections for authorized clients,,It only allows access from pre-approved IP addresses,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,Deployment of secure VPN tunnels for remote connections,,It offers both encryption and reliable data flow,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It detects unusual patterns specific to each node.,,Denial of Service (DoS) attack,,DoS will prevent receiving real time data at control center,,Compromise one or multiple PMUs,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PBDF.DifAClc. rangeC.min.f,,PTRC is related to Protection Trip Conditioning,,IP whitelisting of incoming connections for authorized clients,,It restricts network access to trusted,,Altering of sensed voltage and current measurements by relays,,It represents the most immediate and dangerous impact,,Stealing login credentials and other sensitive data,,It will just steal login credentials,,Social engineering,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate security policy for OT,,Inadequate policy can lead to such problems,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,51,45,0,0,completed,3/7/2024 1:29,0:15,3/7/2024 1:44,d3c134efea,
j0w5o448cuzid3k03j0w5o44t3f4bno8,1,25 - 35 Yrs,Male,Doctorate,Employed,Singapore,0,0,,,Strict password policies for user authentication,,It ensures that passwords are strong and regularly updated,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,Deployment of secure VPN tunnels for remote connections,,It is specifically designed for utility communications,,Deployment of anomaly detection systems at each DER node,,It detects unusual patterns specific to each node.,,Man-in-the-Middle (MiTM) Attack,,MiTM can modify data in between communication,,Compromise wired links in between,,Physical access to the link is easy to achieve,,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PLDF.DifAClc.LoSet,,PLDF is related to Line differential protection,,Anomaly and Intrusion detection systems,,It directly monitors for signs of intrusion based on anomaly for the baseline,,"Unexpected opening of circuit breakers, leading to instability",,It could cause long-term damage to infrastructure,,Identifying and patching vulnerabilities within ICS systems,,It just rewrites the firmware without any further damages,,Social engineering,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate Operation Technology (OT) equipment security guidelines,,Inadequate guidelines can lead to such problems,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,56,40,0,0,completed,2/7/2024 12:17,0:15,2/7/2024 12:33,0f0bd4238e,
cjyamus4xzjy6hxvdvb19qcjyam82sv8,1,35 - 50 Yrs,Male,Doctorate,Employed,India,1,0,,,Determination of specific roles on the system and grouping access privileges to each role (Role-Based Access),,It effectively restricts access based on job roles,,Anomaly detection methods (Identify suspicious patterns),,It ensures data integrity and confidentiality,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It offers both encryption and reliable data flow,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It provides real-time threat analysis and response,,Coordinated False Data Injection (FDI) Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PLDF.DifAClc.LoSet,,PLDF is related to Line differential protection,,Algorithms to detect ARP Cache Poisoning,,It can specifically identify ARP-related anomalies,,"Unwanted relay trip delays, causing cascading effects",,It represents the most immediate and dangerous impact,,Disrupting critical infrastructure operations through DDoS attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Physical tampering with systems,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate Operation Technology (OT) equipment security guidelines,,The operator did not know what tool could be downloaded or installed,,Inadequate OT security training and awareness program,,OT security training educates authenticated users on cyber threats,,50,58,0,0,completed,2/7/2024 11:44,0:14,2/7/2024 11:58,c76df0de49,
y5ovq0nd76res7y5ovqzw7vwgmrehjec,1,25 - 35 Yrs,Male,Post Graduate,Employed,Singapore,0,0,,,IP whitelisting of incoming connections for authorized clients,,It only allows access from pre-approved IP addresses,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It offers both encryption and reliable data flow,,Deployment of anomaly detection systems at each DER node,,It detects unusual patterns specific to each node.,,Denial of Service (DoS) attack,,DoS will prevent receiving real time data at control center,,Compromise PDC,,PDC physical access is easy as it is not protected by proper authorization,,ICD (IED Capability Description),,ICD file defines the complete capability range of an IED,,PTRC.Tr.General,,PTRC is related to Protection Trip Conditioning,,Anomaly and Intrusion detection systems,,It directly monitors for signs of intrusion based on anomaly for the baseline,,"Alteration of voltage or current setpoints, risking equipment damage",,It could cause long-term damage to infrastructure,,Creating botnets of compromised devices for further attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Phishing emails,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate Operation Technology (OT) equipment security guidelines,,Inadequate guidelines can lead to such problems,,Inadequate OT security training and awareness program,,OT security training educates authenticated users on cyber threats,,55,33,0,0,completed,2/7/2024 11:13,0:11,2/7/2024 11:25,093896c98b,
3cuhj2ul5zphqjofm3cuht98cwxmfb7v,1,35 - 50 Yrs,Male,Graduate,Employed,Singapore,0,0,,,Identity-based authentication and critical public infrastructure (PKI) methods,,It provides the most robust authentication mechanism,,Encryption-based techniques,,It ensures data integrity and confidentiality,,Implementation of TLS/SSL for data encryption in transit,,It provides end-to-end encryption,,Regular penetration testing of the network,,It identifies vulnerabilities before exploitation.,,Denial of Service (DoS) attack,,DoS will prevent receiving real time data at control center,,Compromise one or multiple PMUs,,Physical access to the link is easy to achieve,,ICD (IED Capability Description),,ICD file defines the complete capability range of an IED,,PTRC.Tr.General,,PTRC is related to Protection Trip Conditioning,,Algorithms to detect ARP Cache Poisoning,,It can specifically identify ARP-related anomalies,,"Unexpected opening of circuit breakers, leading to instability",,It poses a direct threat to system stability,,Disrupting critical infrastructure operations through DDoS attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Direct network intrusion,,It offers stealthy access to network systems,,Implementing frequency hopping spread spectrum (FHSS),,It secures data from being intercepted during transmission,,Time-stamping all transmitted data,,It checks for data corruption during transmission,,Inadequate Operation Technology (OT) equipment security guidelines,,The operator did not know what tool could be downloaded or installed,,Logs were not analyzed for anomalies,,OT security training educates authenticated users on cyber threats,,42,38,0,0,completed,2/7/2024 10:09,0:09,2/7/2024 10:18,43a5d38c04,
dyui6x1jvuwy9jhhnzlrc6dyui6xvgw5,1,18-25 Yrs,Male,Post Graduate,Employed,Singapore,1,1,0,,Determination of specific roles on the system and grouping access privileges to each role (Role-Based Access),,It provides the most robust authentication mechanism,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,Implementation of TLS/SSL for data encryption in transit,,It provides end-to-end encryption,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It provides real-time threat analysis and response,,Coordinated False Data Injection (FDI) Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise one or multiple PMUs,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PTRC.Tr.General,,PLDF is related to Line differential protection,,Algorithms to detect ARP Cache Poisoning,,It can specifically identify ARP-related anomalies,,Altering of sensed voltage and current measurements by relays,,It compromises the accuracy of critical monitoring data.(,,Stealing login credentials and other sensitive data,,It creates the maximum damage by exploiting other vulnerable devices,,Direct network intrusion,,It offers stealthy access to network systems,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It checks for data corruption during transmission,,Lack of configuration management policy,,The operator did not know what tool could be downloaded or installed,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,Logs are essential to trace back past events,,40,55,0,0,completed,2/7/2024 5:19,0:38,2/7/2024 5:58,6ef81ca24e,
3y9bx1efiu13ugarv3y9bxpswpb0hw01,1,18-25 Yrs,Male,Graduate,Studying,Singapore,1,0,,,Determination of specific roles on the system and grouping access privileges to each role (Role-Based Access),,It effectively restricts access based on job roles,,Encryption-based techniques,,It ensures data integrity and confidentiality,,Deployment of secure VPN tunnels for remote connections,,It creates a secure channel for remote access,,Deployment of anomaly detection systems at each DER node,,It detects unusual patterns specific to each node.,,Coordinated False Data Injection (FDI) Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,RBRF.OpE,,RBRF is related to Breaker Failure protection,,Anomaly and Intrusion detection systems,,It directly monitors for signs of intrusion based on anomaly for the baseline,,Altering of sensed voltage and current measurements by relays,,It compromises the accuracy of critical monitoring data.(,,Stealing login credentials and other sensitive data,,It creates the maximum damage by exploiting other vulnerable devices,,Phishing emails,,It exploits human vulnerabilities effectively,,Utilization of public key infrastructure (PKI) for device authentication,,It ensures that only verified devices can communicate.,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate security policy for OT,,Inadequate policy can lead to such problems,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,51,42,0,0,completed,2/7/2024 5:09,1:25,2/7/2024 6:35,d3c134efea,
8rcrgs0p5rv0n0qgy18rcru487efmfh8,1,18-25 Yrs,Male,Doctorate,Studying,Singapore,1,1,1,I studied a course related to cps,IP whitelisting of incoming connections for authorized clients,,It effectively restricts access based on job roles,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It offers both encryption and reliable data flow,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It identifies vulnerabilities before exploitation.,,Coordinated False Data Injection (FDI) Attack,,Time Synchronization is critical for all applications,,Compromise wired links in between,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,ICD file defines the complete capability range of an IED,,PLDF.DifAClc.LoSet,,PLDF is related to Line differential protection,,Algorithms to detect ARP Cache Poisoning,,It restricts network access to trusted,,"Unwanted relay trip delays, causing cascading effects",,It poses a direct threat to system stability,,Identifying and patching vulnerabilities within ICS systems,,It creates the maximum damage by exploiting other vulnerable devices,,Physical tampering with systems,,It exploits human vulnerabilities effectively,,Application of whitelisting for all connecting devices,,It prevents interception by rapidly changing transmission frequencies,,Role-based access controls (RBAC) on data endpoints,,It checks for data corruption during transmission,,Inadequate security policy for OT,,The security team did not know what software was in their inventory,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,OT security training educates authenticated users on cyber threats,,39,50,0,0,completed,2/7/2024 5:07,0:03,2/7/2024 5:10,ecb2301f8f,
tks594uqx9auryytsq2ecorfisr1ia3s,1,18-25 Yrs,Male,Graduate,Studying,Singapore,0,0,,,Identity-based authentication and critical public infrastructure (PKI) methods,,It provides the most robust authentication mechanism,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It offers both encryption and reliable data flow,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It provides real-time threat analysis and response,,Denial of Service (DoS) attack,,DoS will prevent receiving real time data at control center,,Compromise PDC,,PDC physical access is easy as it is not protected by proper authorization,,SCD (Station Configuration Description),,SCD file describes the entire substation in detail,,PTRC.Tr.General,,PTRC is related to Protection Trip Conditioning,,End-to-end encryption and passwords,,It secures data transmission from end to end,,"Alteration of voltage or current setpoints, risking equipment damage",,It could cause long-term damage to infrastructure,,Creating botnets of compromised devices for further attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Phishing emails,,It exploits human vulnerabilities effectively,,Utilization of public key infrastructure (PKI) for device authentication,,It ensures that only verified devices can communicate.,,,blockchain,,"The tamper-proof nature of blockchain provides data immutability, while its consensus mechanism ensures data comes from a verified source. Blockchain's decentralized ledger also provides redundancy against data loss.",Inadequate security policy for OT,,The security team did not know what software was in their inventory,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,40,42,0,0,completed,2/7/2024 5:05,1:42,2/7/2024 6:48,d2a0727d7b,
1tc1gt6jucst5lk89k1tc1gxdzna55e0,1,35 - 50 Yrs,Male,Post Graduate,Employed,Singapore,1,1,1,"I've studied and provided insights on the key aspects of power grid cybersecurity. This includes understanding the importance of protecting electrical grids from cyber threats, implementing security measures like firewalls and encryption, and monitoring systems to detect and respond to any suspicious activity. Additionally, I know about the importance of adhering to industry standards and providing training to ensure everyone is aware of best practices.",Identity-based authentication and critical public infrastructure (PKI) methods,,It ensures that passwords are strong and regularly updated,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,Implementation of TLS/SSL for data encryption in transit,,It provides end-to-end encryption,,Deployment of anomaly detection systems at each DER node,,It detects unusual patterns specific to each node.,,Man-in-the-Middle (MiTM) Attack,,MiTM can modify data in between communication,,Compromise one or multiple PMUs,,PDC physical access is easy as it is not protected by proper authorization,,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PBDF.DifAClc. rangeC.min.f,,PTRC is related to Protection Trip Conditioning,,Anomaly and Intrusion detection systems,,It can specifically identify ARP-related anomalies,,"Unexpected opening of circuit breakers, leading to instability",,It poses a direct threat to system stability,,Stealing login credentials and other sensitive data,,It creates the maximum damage by exploiting other vulnerable devices,,Phishing emails,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Role-based access controls (RBAC) on data endpoints,,It restricts access based on user roles,,Lack of configuration management policy,,The security team did not know what software was in their inventory,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,Logs are essential to trace back past events,,51,43,0,0,completed,1/7/2024 13:10,0:37,1/7/2024 13:48,d9b191e412,
21rwtn7ccaciwpvu81921rwtn7bnlwx9,1,35 - 50 Yrs,Male,Graduate,Employed,Singapore,0,0,,,Identity-based authentication and critical public infrastructure (PKI) methods,,It provides the most robust authentication mechanism,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,Implementation of TLS/SSL for data encryption in transit,,It offers both encryption and reliable data flow,,Regular penetration testing of the network,,It identifies vulnerabilities before exploitation.,,Denial of Service (DoS) attack,,DoS will prevent receiving real time data at control center,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,,I have no idea,,"Sorry, no idea.",,"Sorry, no idea.",,"Sorry, no idea.",IP whitelisting of incoming connections for authorized clients,,It restricts network access to trusted,,"Alteration of voltage or current setpoints, risking equipment damage",,It could cause long-term damage to infrastructure,,Creating botnets of compromised devices for further attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Phishing emails,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Lack of configuration management policy,,Inadequate guidelines can lead to such problems,,Inadequate OT security training and awareness program,,OT security training educates authenticated users on cyber threats,,48,40,0,0,completed,28/6/2024 5:45,0:37,28/6/2024 6:23,e893caa800,
m449d5t1rizgc4asm4498nwxpwv6vyo4,1,50 & above,Male,Graduate,Employed,India,1,1,0,,Identity-based authentication and critical public infrastructure (PKI) methods,,It provides the most robust authentication mechanism,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,Deployment of secure VPN tunnels for remote connections,,It creates a secure channel for remote access,,Deployment of anomaly detection systems at each DER node,,It detects unusual patterns specific to each node.,,Coordinated False Data Injection (FDI) Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PBDF.DifAClc. rangeC.min.f,,PBDF is related to Bus bar protection,,Anomaly and Intrusion detection systems,,It directly monitors for signs of intrusion based on anomaly for the baseline,,"Unexpected opening of circuit breakers, leading to instability",,It poses a direct threat to system stability,,Creating botnets of compromised devices for further attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Social engineering,,It exploits human vulnerabilities effectively,,Utilization of public key infrastructure (PKI) for device authentication,,It ensures that only verified devices can communicate.,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Lack of configuration management policy,,Inadequate policy can lead to such problems,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,57,52,0,0,completed,27/6/2024 12:16,0:37,27/6/2024 12:53,12b9c1ad26,
it379vwqaor27hef6vf3it379vxyqamu,1,25 - 35 Yrs,Male,Post Graduate,Employed,Netherlands,1,1,1,PhD at TU Delft for Cyber security in Digital substations,IP whitelisting of incoming connections for authorized clients,,It only allows access from pre-approved IP addresses,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It is specifically designed for utility communications,,Periodic updates and patch management.,,It ensures all components are up-to-date,,Coordinated False Data Injection (FDI) Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PLDF.DifAClc.LoSet,,PLDF is related to Line differential protection,,Anomaly and Intrusion detection systems,,It can specifically identify ARP-related anomalies,,"Unexpected opening of circuit breakers, leading to instability",,It poses a direct threat to system stability,,Stealing login credentials and other sensitive data,,It will just steal login credentials,,Phishing emails,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate security policy for OT,,Inadequate guidelines can lead to such problems,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,56,51,0,0,completed,26/6/2024 12:59,0:56,26/6/2024 13:56,4e354a1ae2,
l8htp3ac53n5t7v46j46wl8htp32ztp0,1,35 - 50 Yrs,Male,Post Graduate,Employed,Singapore,1,1,1,"Power grids face various cybersecurity threats like malware, ransomware, and phishing attacks. Need to ensure proper security in SCADA or legacy systems and interconnectivity.  I was involved in the project smart grid and needed to make sure secure system from attacks.",Strict password policies for user authentication,,It only allows access from pre-approved IP addresses,,Encryption-based techniques,,It ensures data integrity and confidentiality,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It offers both encryption and reliable data flow,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It ensures all components are up-to-date,,Denial of Service (DoS) attack,,DoS will prevent receiving real time data at control center,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,SCD (Station Configuration Description),,SCD file describes the entire substation in detail,,PLDF.DifAClc.LoSet,,PLDF is related to Line differential protection,,Anomaly and Intrusion detection systems,,It can specifically identify ARP-related anomalies,,"Unexpected opening of circuit breakers, leading to instability",,It poses a direct threat to system stability,,Identifying and patching vulnerabilities within ICS systems,,It creates the maximum damage by exploiting other vulnerable devices,,Direct network intrusion,,It is the most direct and forceful approach,,Encryption of data at transit using AES-256,,It restricts device connections to those explicitly allowed,,Time-stamping all transmitted data,,It provides a secure method to verify data origin and integrity.,,Lack of configuration management policy,,The operator did not know what tool could be downloaded or installed,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,Security perimeter helps to protect boundaries of a network,,41,42,0,0,completed,25/6/2024 1:09,1:31,25/6/2024 2:40,46e029eb21,
2zto3u2ln5smyhc896pq2zto81zdfzp1,1,35 - 50 Yrs,Male,Graduate,Employed,Australia,0,0,,,Determination of specific roles on the system and grouping access privileges to each role (Role-Based Access),,It effectively restricts access based on job roles,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,Implementation of TLS/SSL for data encryption in transit,,It provides end-to-end encryption,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It provides real-time threat analysis and response,,Denial of Service (DoS) attack,,DoS will prevent receiving real time data at control center,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PTRC.Tr.General,,PTRC is related to Protection Trip Conditioning,,Anomaly and Intrusion detection systems,,It directly monitors for signs of intrusion based on anomaly for the baseline,,"Alteration of voltage or current setpoints, risking equipment damage",,It could cause long-term damage to infrastructure,,Disrupting critical infrastructure operations through DDoS attacks,,It will launch a DDoS attack only,,Direct network intrusion,,It offers stealthy access to network systems,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Lack of configuration management policy,,The security team did not know what software was in their inventory,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,49,49,0,0,completed,24/6/2024 11:25,0:25,24/6/2024 11:50,95eb1514ba,
ruy81k86cmbgjechl12v3ruy81k86j7o,1,25 - 35 Yrs,Male,Post Graduate,Employed,Singapore,1,1,0,,IP whitelisting of incoming connections for authorized clients,,It only allows access from pre-approved IP addresses,,Encryption-based techniques,,It ensures data integrity and confidentiality,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It creates a secure channel for remote access,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It provides real-time threat analysis and response,,Time Synchronization Attack,,Time Synchronization is critical for all applications,,Compromise the internet facing Routers,,PDC physical access is easy as it is not protected by proper authorization,,SCD (Station Configuration Description),,SCD file describes the entire substation in detail,,PBDF.DifAClc. rangeC.min.f,,PBDF is related to Bus bar protection,,IP whitelisting of incoming connections for authorized clients,,It restricts network access to trusted,,"Alteration of voltage or current setpoints, risking equipment damage",,It represents the most immediate and dangerous impact,,Disrupting critical infrastructure operations through DDoS attacks,,It just rewrites the firmware without any further damages,,Direct network intrusion,,It bypasses most conventional security measures,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Lack of configuration management policy,,The operator did not know what tool could be downloaded or installed,,Logs were not analyzed for anomalies,,Security perimeter helps to protect boundaries of a network,,41,37,0,0,completed,24/6/2024 8:37,0:07,24/6/2024 8:45,369cf27a68,
